,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
lam[36],-0.222,0.995,-1.85,1.41,0.01,0.011,10879.0,6393.0,1.0
lam[37],-0.218,1.006,-1.815,1.498,0.01,0.012,10005.0,5714.0,1.0
lam[38],-0.201,1.018,-1.851,1.481,0.01,0.013,10047.0,5596.0,1.0
lam[39],-0.157,1.002,-1.894,1.378,0.01,0.012,9675.0,5689.0,1.0
lam[40],-0.193,0.997,-1.856,1.403,0.01,0.011,10849.0,5627.0,1.0
lam[41],-0.27,0.996,-1.959,1.315,0.01,0.012,10104.0,5678.0,1.0
lam[42],-0.304,0.998,-2.002,1.301,0.01,0.011,10158.0,5709.0,1.0
lam[43],-0.304,0.987,-1.919,1.323,0.01,0.011,9920.0,6111.0,1.0
lam[44],-0.302,0.994,-1.895,1.358,0.01,0.011,9909.0,6230.0,1.0
lam[45],-0.307,1.001,-1.957,1.3,0.01,0.011,10254.0,6480.0,1.0
lam[46],-0.318,1.016,-2.041,1.305,0.01,0.011,10338.0,5542.0,1.0
lam[47],-0.314,1.011,-1.913,1.405,0.01,0.011,9776.0,5543.0,1.0
lam[48],-0.293,0.991,-1.972,1.249,0.01,0.011,9815.0,6321.0,1.0
lam[49],-0.244,0.974,-1.821,1.383,0.01,0.01,9981.0,6716.0,1.0
lam[50],-0.167,0.963,-1.852,1.319,0.009,0.011,10366.0,6257.0,1.0
lam[51],-0.104,0.962,-1.745,1.398,0.009,0.011,11461.0,6000.0,1.0
lam[52],-0.099,0.971,-1.621,1.523,0.009,0.012,10762.0,5552.0,1.0
lam[53],-0.144,0.982,-1.729,1.508,0.01,0.012,9798.0,5932.0,1.0
lam[54],-0.212,0.994,-1.756,1.558,0.01,0.011,9501.0,6533.0,1.0
lam[55],-0.261,0.998,-1.833,1.446,0.01,0.01,9348.0,6196.0,1.0
lam[56],-0.288,0.995,-1.987,1.265,0.01,0.011,9172.0,5979.0,1.0
lam[57],-0.3,0.998,-1.948,1.343,0.01,0.011,10183.0,5870.0,1.0
lam[58],-0.303,0.991,-1.881,1.355,0.01,0.01,9969.0,6355.0,1.0
lam[59],-0.306,1.006,-1.877,1.429,0.011,0.011,8959.0,5887.0,1.0
lam[60],-0.301,1.02,-1.932,1.432,0.011,0.011,9358.0,6093.0,1.0
lam[61],-0.29,1.01,-1.826,1.469,0.01,0.011,9371.0,6271.0,1.0
lam[62],-0.296,0.996,-1.979,1.323,0.011,0.011,8347.0,5800.0,1.0
lam[63],-0.302,0.998,-1.907,1.385,0.011,0.011,8799.0,5981.0,1.0
lam[64],-0.299,1.005,-1.908,1.377,0.01,0.01,9745.0,6484.0,1.0
lam[65],-0.294,1.003,-1.931,1.346,0.01,0.011,10294.0,5954.0,1.0
lam[66],-0.302,0.979,-1.908,1.278,0.01,0.011,10393.0,6116.0,1.0
lam[67],-0.309,0.974,-1.943,1.265,0.01,0.01,10037.0,6281.0,1.0
lam[68],-0.312,0.98,-1.94,1.285,0.01,0.01,10429.0,6357.0,1.0
lam[69],-0.316,0.987,-1.943,1.296,0.009,0.01,10851.0,6109.0,1.0
lam[70],-0.316,0.998,-2.008,1.25,0.01,0.01,10609.0,6374.0,1.0
lam[71],-0.314,0.981,-1.999,1.235,0.01,0.01,10648.0,6427.0,1.0
lam[72],-0.319,0.98,-2.014,1.215,0.01,0.011,10158.0,5808.0,1.0
lam[73],-0.312,0.992,-1.916,1.364,0.01,0.011,9404.0,5346.0,1.0
lam[74],-0.298,0.988,-1.893,1.344,0.01,0.011,9585.0,5984.0,1.0
lam[75],-0.294,0.997,-1.993,1.28,0.01,0.011,10832.0,5798.0,1.0
lam[76],-0.288,1.006,-1.975,1.325,0.01,0.011,11087.0,5986.0,1.0
lam[77],-0.282,1.011,-1.903,1.412,0.01,0.012,10269.0,5816.0,1.0
lam[78],-0.263,1.023,-1.882,1.492,0.01,0.012,10510.0,5476.0,1.0
lam[79],-0.201,1.012,-1.902,1.418,0.01,0.012,10208.0,5877.0,1.0
lam[80],-0.223,1.002,-1.81,1.47,0.01,0.011,9804.0,5823.0,1.0
lam[81],-0.303,1.008,-2.017,1.317,0.01,0.011,9616.0,5760.0,1.0
lam[82],-0.33,1.001,-1.895,1.406,0.01,0.011,9554.0,5966.0,1.0
lam[83],-0.333,0.992,-2.016,1.239,0.01,0.01,9866.0,6267.0,1.0
lam[84],-0.335,1.004,-1.927,1.336,0.01,0.011,10372.0,6045.0,1.0
lam[85],-0.342,1.0,-2.066,1.199,0.01,0.011,9852.0,6152.0,1.0
lam[86],-0.349,0.999,-1.935,1.341,0.01,0.011,9590.0,6110.0,1.0
lam[87],-0.345,0.997,-2.033,1.239,0.01,0.011,9470.0,5207.0,1.0
lam[88],-0.323,0.981,-1.992,1.211,0.01,0.011,9787.0,6251.0,1.0
lam[89],-0.253,0.97,-1.918,1.282,0.01,0.01,9947.0,6569.0,1.0
lam[90],-0.12,0.95,-1.677,1.423,0.009,0.01,11265.0,6309.0,1.0
lam[91],-0.002,0.922,-1.547,1.477,0.008,0.011,13546.0,6169.0,1.0
lam[92],0.013,0.925,-1.532,1.453,0.008,0.011,12594.0,5799.0,1.0
lam[93],-0.069,0.932,-1.559,1.487,0.009,0.011,11022.0,5818.0,1.0
lam[94],-0.193,0.964,-1.728,1.452,0.01,0.01,9908.0,6126.0,1.0
lam[95],-0.283,0.996,-1.86,1.425,0.01,0.01,9585.0,6623.0,1.0
lam[96],-0.326,1.002,-1.973,1.324,0.01,0.01,9142.0,6081.0,1.0
lam[97],-0.34,1.002,-1.98,1.287,0.01,0.011,9531.0,6184.0,1.0
lam[98],-0.34,0.997,-1.969,1.28,0.01,0.011,9453.0,5905.0,1.0
lam[99],-0.337,1.006,-2.045,1.292,0.01,0.011,9232.0,6199.0,1.0
lam[100],-0.336,1.007,-1.885,1.441,0.01,0.011,10009.0,6026.0,1.0
lam[101],-0.332,0.999,-1.978,1.288,0.01,0.011,9703.0,6133.0,1.0
lam[102],-0.335,0.999,-1.943,1.339,0.011,0.012,8635.0,5294.0,1.0
lam[103],-0.338,1.006,-2.097,1.178,0.011,0.011,9147.0,5544.0,1.0
lam[104],-0.335,1.002,-2.032,1.264,0.01,0.011,10051.0,6108.0,1.0
lam[105],-0.329,0.989,-1.915,1.354,0.01,0.01,10272.0,5577.0,1.0
lam[106],-0.334,0.974,-2.001,1.199,0.01,0.01,10242.0,6224.0,1.0
lam[107],-0.344,0.988,-1.937,1.289,0.01,0.01,10497.0,6293.0,1.0
lam[108],-0.349,0.982,-1.97,1.236,0.01,0.01,10582.0,6052.0,1.0
lam[109],-0.35,0.984,-1.943,1.265,0.01,0.011,10490.0,6516.0,1.0
lam[110],-0.346,1.002,-2.025,1.273,0.01,0.011,10650.0,5906.0,1.0
lam[111],-0.346,0.993,-1.969,1.276,0.01,0.01,10120.0,6088.0,1.0
lam[112],-0.351,0.999,-1.892,1.337,0.01,0.011,10175.0,5968.0,1.0
lam[113],-0.346,0.989,-1.933,1.308,0.01,0.011,9578.0,5846.0,1.0
lam[114],-0.34,0.981,-1.903,1.301,0.01,0.011,9203.0,6114.0,1.0
lam[115],-0.334,0.986,-1.928,1.305,0.01,0.011,10118.0,5930.0,1.0
lam[116],-0.327,0.998,-1.99,1.275,0.01,0.011,10608.0,6169.0,1.0
lam[117],-0.322,1.011,-1.96,1.346,0.01,0.011,10094.0,6066.0,1.0
lam[118],-0.299,1.013,-2.129,1.218,0.01,0.011,10184.0,5394.0,1.0
lam[119],-0.224,0.993,-1.818,1.436,0.01,0.011,10130.0,5912.0,1.0
lam[120],-0.238,0.982,-1.809,1.418,0.01,0.01,9724.0,6247.0,1.0
lam[121],-0.32,1.0,-1.935,1.336,0.01,0.011,10110.0,6497.0,1.0
lam[122],-0.339,1.001,-1.947,1.329,0.01,0.011,9987.0,5772.0,1.0
lam[123],-0.339,0.989,-2.01,1.247,0.01,0.01,9479.0,6122.0,1.0
lam[124],-0.347,0.989,-1.968,1.24,0.01,0.011,10427.0,6195.0,1.0
lam[125],-0.357,0.997,-1.985,1.284,0.01,0.011,10302.0,6119.0,1.0
lam[126],-0.355,1.008,-2.017,1.267,0.01,0.01,10159.0,5914.0,1.0
lam[127],-0.348,1.005,-2.05,1.27,0.01,0.011,10705.0,5841.0,1.0
lam[128],-0.331,0.986,-1.93,1.352,0.009,0.011,11034.0,6530.0,1.0
lam[129],-0.251,0.974,-1.83,1.388,0.009,0.011,10749.0,6061.0,1.0
lam[130],-0.095,0.949,-1.677,1.437,0.009,0.011,12174.0,6355.0,1.0
lam[131],0.052,0.905,-1.384,1.601,0.008,0.01,13594.0,6024.0,1.0
lam[132],0.076,0.9,-1.476,1.494,0.008,0.011,12311.0,5844.0,1.0
lam[133],-0.026,0.913,-1.455,1.534,0.009,0.011,11112.0,5179.0,1.0
lam[134],-0.18,0.95,-1.756,1.318,0.009,0.011,10363.0,6088.0,1.0
lam[135],-0.291,0.992,-1.934,1.364,0.01,0.01,9650.0,5688.0,1.0
lam[136],-0.345,1.004,-2.089,1.201,0.011,0.01,9071.0,5883.0,1.0
lam[137],-0.359,1.01,-2.033,1.303,0.011,0.011,9038.0,6092.0,1.0
lam[138],-0.354,1.014,-1.988,1.332,0.01,0.011,9663.0,6083.0,1.0
lam[139],-0.345,1.011,-2.087,1.232,0.01,0.011,10516.0,6296.0,1.0
lam[140],-0.348,0.994,-2.01,1.245,0.01,0.011,10514.0,6162.0,1.0
lam[141],-0.352,0.999,-1.982,1.286,0.01,0.011,10542.0,6138.0,1.0
lam[142],-0.355,1.01,-2.018,1.317,0.01,0.011,10067.0,6051.0,1.0
lam[143],-0.352,1.016,-1.94,1.42,0.01,0.011,9961.0,5441.0,1.0
lam[144],-0.349,1.002,-1.937,1.36,0.01,0.011,10240.0,5960.0,1.0
lam[145],-0.343,0.991,-1.929,1.33,0.01,0.01,10101.0,5930.0,1.0
lam[146],-0.342,0.985,-1.911,1.35,0.01,0.01,9239.0,6081.0,1.0
lam[147],-0.35,1.001,-2.001,1.263,0.01,0.011,10259.0,6126.0,1.0
lam[148],-0.36,0.983,-2.018,1.205,0.01,0.01,9655.0,6133.0,1.0
lam[149],-0.363,0.966,-2.022,1.138,0.01,0.01,9539.0,6245.0,1.0
lam[150],-0.358,0.982,-1.96,1.24,0.01,0.011,9871.0,5611.0,1.0
lam[151],-0.356,1.001,-1.953,1.314,0.01,0.011,9854.0,5626.0,1.0
lam[152],-0.358,1.014,-1.963,1.353,0.01,0.011,10043.0,5784.0,1.0
lam[153],-0.354,0.991,-2.029,1.208,0.01,0.01,9881.0,5721.0,1.0
lam[154],-0.358,0.985,-2.005,1.246,0.01,0.01,9253.0,6155.0,1.0
lam[155],-0.354,0.985,-1.96,1.292,0.01,0.01,9800.0,6126.0,1.0
lam[156],-0.348,0.994,-2.052,1.208,0.01,0.011,10404.0,5665.0,1.0
lam[157],-0.341,1.01,-1.989,1.324,0.01,0.011,10086.0,5787.0,1.0
lam[158],-0.314,1.011,-1.99,1.292,0.01,0.011,9628.0,6073.0,1.0
lam[159],-0.24,0.997,-1.906,1.359,0.01,0.011,9721.0,6226.0,1.0
lam[160],-0.248,0.978,-1.826,1.351,0.01,0.01,9634.0,6023.0,1.0
lam[161],-0.336,0.988,-1.985,1.253,0.01,0.011,10406.0,6382.0,1.0
lam[162],-0.354,1.004,-1.958,1.337,0.01,0.011,10269.0,5957.0,1.0
lam[163],-0.35,1.005,-2.023,1.268,0.01,0.011,10062.0,5490.0,1.0
lam[164],-0.354,1.004,-1.952,1.357,0.01,0.011,10272.0,6109.0,1.0
lam[165],-0.36,1.004,-1.969,1.309,0.01,0.01,9990.0,6247.0,1.0
lam[166],-0.354,1.011,-2.009,1.287,0.01,0.011,9627.0,6126.0,1.0
lam[167],-0.343,1.004,-2.009,1.273,0.01,0.011,10455.0,6079.0,1.0
lam[168],-0.328,0.999,-2.022,1.271,0.01,0.011,10920.0,6189.0,1.0
lam[169],-0.254,0.992,-1.9,1.361,0.01,0.011,10624.0,5966.0,1.0
lam[170],-0.112,0.948,-1.717,1.412,0.009,0.011,11172.0,5703.0,1.0
lam[171],0.016,0.899,-1.484,1.461,0.008,0.01,11722.0,6408.0,1.0
lam[172],0.027,0.914,-1.394,1.605,0.008,0.011,11732.0,5629.0,1.0
lam[173],-0.075,0.948,-1.573,1.542,0.009,0.012,11723.0,5583.0,1.0
lam[174],-0.208,0.961,-1.739,1.42,0.009,0.011,10507.0,5874.0,1.0
lam[175],-0.305,0.993,-1.921,1.336,0.01,0.01,9590.0,6390.0,1.0
lam[176],-0.358,1.015,-2.045,1.305,0.01,0.01,9582.0,6209.0,1.0
lam[177],-0.371,1.027,-2.103,1.286,0.011,0.011,9552.0,5793.0,1.0
lam[178],-0.36,1.029,-2.066,1.293,0.01,0.011,9619.0,6036.0,1.0
lam[179],-0.344,1.024,-2.024,1.344,0.01,0.011,10487.0,6414.0,1.0
lam[180],-0.343,1.01,-1.994,1.355,0.01,0.01,10039.0,5991.0,1.0
lam[181],-0.35,1.02,-2.004,1.323,0.01,0.011,9893.0,6522.0,1.0
lam[182],-0.358,1.017,-1.925,1.409,0.01,0.011,11065.0,5882.0,1.0
lam[183],-0.356,1.009,-2.0,1.306,0.01,0.011,11055.0,6132.0,1.0
lam[184],-0.354,1.006,-1.971,1.322,0.01,0.01,10588.0,6340.0,1.0
lam[185],-0.346,1.004,-2.023,1.27,0.01,0.01,10098.0,6198.0,1.0
lam[186],-0.34,0.998,-1.984,1.293,0.01,0.011,9308.0,5920.0,1.0
lam[187],-0.344,1.009,-1.974,1.315,0.011,0.011,9120.0,5829.0,1.0
lam[188],-0.357,0.991,-1.884,1.37,0.01,0.011,9079.0,6133.0,1.0
lam[189],-0.363,0.979,-1.969,1.241,0.01,0.01,9441.0,6022.0,1.0
lam[190],-0.357,0.986,-2.033,1.174,0.01,0.01,10071.0,6247.0,1.0
lam[191],-0.354,1.004,-2.044,1.237,0.01,0.011,9786.0,5785.0,1.0
lam[192],-0.351,1.011,-1.922,1.367,0.01,0.011,9413.0,5753.0,1.0
lam[193],-0.35,0.999,-1.977,1.296,0.01,0.011,9494.0,6270.0,1.0
lam[194],-0.357,1.002,-2.006,1.304,0.01,0.01,9689.0,6545.0,1.0
lam[195],-0.359,0.999,-2.035,1.231,0.01,0.01,10874.0,6063.0,1.0
lam[196],-0.354,1.002,-2.061,1.218,0.01,0.01,10680.0,6096.0,1.0
lam[197],-0.345,1.01,-1.978,1.332,0.01,0.011,10216.0,6133.0,1.0
lam[198],-0.318,1.006,-1.933,1.371,0.01,0.011,9950.0,5864.0,1.0
lam[199],-0.245,0.996,-1.874,1.372,0.01,0.011,9997.0,6229.0,1.0
lam[200],-0.242,0.976,-1.937,1.288,0.01,0.01,10210.0,6052.0,1.0
lam[201],-0.327,0.993,-1.947,1.291,0.01,0.011,9753.0,6134.0,1.0
lam[202],-0.353,0.998,-1.964,1.283,0.01,0.011,9383.0,5899.0,1.0
lam[203],-0.352,1.004,-2.041,1.24,0.01,0.011,10007.0,6446.0,1.0
lam[204],-0.355,1.015,-2.056,1.279,0.01,0.01,9957.0,6225.0,1.0
lam[205],-0.357,1.014,-1.972,1.357,0.01,0.01,9523.0,6366.0,1.0
lam[206],-0.353,1.007,-2.062,1.269,0.01,0.011,9625.0,5950.0,1.0
lam[207],-0.344,1.0,-2.027,1.258,0.01,0.01,9457.0,6191.0,1.0
lam[208],-0.328,1.001,-1.943,1.309,0.01,0.011,9422.0,6188.0,1.0
lam[209],-0.264,0.995,-1.913,1.377,0.01,0.011,10042.0,6261.0,1.0
lam[210],-0.142,0.962,-1.732,1.394,0.009,0.011,10595.0,6295.0,1.0
lam[211],-0.045,0.931,-1.568,1.478,0.009,0.01,10633.0,6265.0,1.0
lam[212],-0.062,0.945,-1.635,1.449,0.009,0.011,10923.0,5839.0,1.0
lam[213],-0.157,0.974,-1.778,1.417,0.009,0.012,11121.0,5684.0,1.0
lam[214],-0.253,0.984,-1.823,1.388,0.01,0.011,10362.0,5916.0,1.0
lam[215],-0.32,1.005,-2.028,1.287,0.01,0.011,9228.0,6083.0,1.0
lam[216],-0.357,1.022,-2.049,1.324,0.011,0.011,8990.0,6179.0,1.0
lam[217],-0.367,1.022,-1.995,1.363,0.011,0.011,9046.0,5863.0,1.0
lam[218],-0.362,1.019,-1.981,1.326,0.011,0.012,9054.0,5121.0,1.0
lam[219],-0.346,1.013,-1.91,1.442,0.01,0.011,9729.0,6137.0,1.0
lam[220],-0.33,1.015,-1.93,1.401,0.01,0.011,9970.0,6384.0,1.0
lam[221],-0.325,1.012,-1.983,1.343,0.01,0.011,9581.0,6103.0,1.0
lam[222],-0.331,0.995,-1.905,1.335,0.01,0.011,10223.0,5580.0,1.0
lam[223],-0.333,0.988,-1.924,1.33,0.01,0.011,10716.0,5923.0,1.0
lam[224],-0.341,1.007,-1.99,1.344,0.01,0.01,9866.0,6351.0,1.0
lam[225],-0.34,1.008,-2.028,1.275,0.011,0.011,8884.0,5959.0,1.0
lam[226],-0.335,0.999,-1.954,1.33,0.011,0.011,8560.0,6163.0,1.0
lam[227],-0.342,1.0,-1.974,1.285,0.01,0.012,9109.0,5470.0,1.0
lam[228],-0.356,0.991,-1.955,1.271,0.01,0.011,9919.0,5684.0,1.0
lam[229],-0.36,0.983,-1.95,1.305,0.01,0.01,9480.0,6397.0,1.0
lam[230],-0.352,0.993,-2.034,1.231,0.01,0.01,9868.0,6720.0,1.0
lam[231],-0.35,1.01,-1.967,1.342,0.01,0.01,10103.0,6766.0,1.0
lam[232],-0.346,1.022,-1.966,1.358,0.01,0.011,9596.0,5840.0,1.0
lam[233],-0.346,1.017,-1.919,1.41,0.01,0.011,9707.0,5358.0,1.0
lam[234],-0.351,1.007,-1.951,1.377,0.01,0.011,9687.0,6172.0,1.0
lam[235],-0.352,0.985,-1.991,1.211,0.01,0.01,10546.0,6225.0,1.0
lam[236],-0.35,0.991,-2.014,1.249,0.01,0.01,9930.0,6047.0,1.0
lam[237],-0.339,1.008,-2.02,1.307,0.01,0.011,9885.0,6174.0,1.0
lam[238],-0.314,1.003,-1.985,1.329,0.01,0.011,10116.0,6173.0,1.0
lam[239],-0.237,0.991,-1.96,1.313,0.01,0.011,9937.0,5867.0,1.0
lam[240],-0.22,0.984,-1.731,1.473,0.01,0.011,10137.0,5839.0,1.0
lam[241],-0.299,0.999,-1.976,1.327,0.01,0.011,10024.0,6126.0,1.0
lam[242],-0.337,0.994,-1.95,1.302,0.01,0.01,9994.0,6344.0,1.0
lam[243],-0.346,1.001,-1.945,1.301,0.01,0.011,9667.0,6238.0,1.0
lam[244],-0.348,1.009,-1.989,1.315,0.01,0.01,9391.0,6229.0,1.0
lam[245],-0.348,1.014,-1.985,1.336,0.01,0.01,10030.0,6175.0,1.0
lam[246],-0.348,1.01,-1.993,1.343,0.01,0.011,9937.0,5917.0,1.0
lam[247],-0.347,0.99,-1.989,1.271,0.01,0.01,10190.0,6196.0,1.0
lam[248],-0.326,0.994,-1.961,1.315,0.01,0.011,10058.0,6222.0,1.0
lam[249],-0.25,1.007,-1.909,1.403,0.01,0.012,10275.0,5176.0,1.0
lam[250],-0.112,0.976,-1.743,1.482,0.009,0.011,10652.0,5542.0,1.0
lam[251],-0.01,0.939,-1.555,1.513,0.009,0.011,10743.0,6012.0,1.0
lam[252],-0.051,0.956,-1.643,1.493,0.009,0.011,10856.0,6370.0,1.0
lam[253],-0.163,0.987,-1.763,1.448,0.01,0.011,10664.0,6069.0,1.0
lam[254],-0.255,1.002,-1.871,1.429,0.01,0.012,10102.0,5478.0,1.0
lam[255],-0.316,1.012,-2.063,1.269,0.01,0.011,9402.0,6048.0,1.0
lam[256],-0.343,1.014,-2.028,1.321,0.01,0.011,9491.0,6244.0,1.0
lam[257],-0.351,1.008,-1.944,1.333,0.01,0.01,9404.0,6131.0,1.0
lam[258],-0.357,1.017,-1.954,1.344,0.011,0.012,9236.0,5840.0,1.0
lam[259],-0.346,1.011,-1.98,1.332,0.011,0.011,9252.0,5609.0,1.0
lam[260],-0.311,1.019,-1.941,1.387,0.01,0.011,9712.0,5923.0,1.0
lam[261],-0.273,0.999,-1.884,1.38,0.01,0.011,10497.0,5895.0,1.0
lam[262],-0.251,0.978,-1.788,1.418,0.01,0.011,10237.0,6294.0,1.0
lam[263],-0.266,0.988,-1.97,1.298,0.01,0.011,10056.0,5692.0,1.0
lam[264],-0.305,1.013,-1.968,1.382,0.011,0.011,9200.0,5722.0,1.0
lam[265],-0.329,1.001,-1.912,1.371,0.011,0.011,8863.0,5534.0,1.0
lam[266],-0.338,0.99,-1.912,1.338,0.011,0.01,8879.0,6146.0,1.0
lam[267],-0.345,1.006,-1.961,1.338,0.01,0.011,9409.0,5872.0,1.0
lam[268],-0.353,1.007,-2.009,1.287,0.011,0.011,9244.0,5955.0,1.0
lam[269],-0.357,0.986,-1.932,1.28,0.01,0.01,9201.0,5925.0,1.0
lam[270],-0.352,0.985,-1.977,1.273,0.01,0.01,9374.0,6128.0,1.0
lam[271],-0.349,1.009,-2.002,1.324,0.01,0.01,9965.0,6322.0,1.0
lam[272],-0.345,1.027,-2.031,1.294,0.01,0.011,9673.0,6209.0,1.0
lam[273],-0.343,1.025,-2.041,1.295,0.011,0.011,9374.0,4818.0,1.0
lam[274],-0.345,1.001,-1.932,1.357,0.01,0.011,9155.0,5746.0,1.0
lam[275],-0.347,0.975,-1.928,1.266,0.01,0.01,9805.0,5930.0,1.0
lam[276],-0.345,0.987,-1.886,1.335,0.01,0.01,9725.0,6200.0,1.0
lam[277],-0.333,1.007,-1.898,1.371,0.01,0.011,10026.0,6302.0,1.0
lam[278],-0.308,1.002,-1.958,1.324,0.01,0.01,9734.0,6102.0,1.0
lam[279],-0.232,0.995,-1.868,1.417,0.01,0.011,9594.0,6156.0,1.0
lam[280],-0.211,1.002,-1.844,1.429,0.01,0.012,10670.0,5610.0,1.0
lam[281],-0.285,1.003,-1.877,1.415,0.01,0.011,10400.0,5685.0,1.0
lam[282],-0.329,0.998,-1.899,1.38,0.01,0.011,9931.0,5837.0,1.0
lam[283],-0.346,1.008,-2.054,1.234,0.01,0.011,9802.0,5697.0,1.0
lam[284],-0.346,1.003,-2.018,1.257,0.01,0.011,9258.0,6326.0,1.0
lam[285],-0.345,1.003,-2.027,1.29,0.01,0.01,9687.0,6014.0,1.0
lam[286],-0.351,1.012,-2.08,1.258,0.01,0.01,10417.0,6406.0,1.0
lam[287],-0.349,0.995,-1.939,1.32,0.01,0.011,10408.0,5979.0,1.0
lam[288],-0.312,0.995,-2.017,1.28,0.01,0.011,10297.0,6042.0,1.0
lam[289],-0.199,1.005,-1.896,1.397,0.01,0.012,9997.0,6043.0,1.0
lam[290],-0.014,0.955,-1.532,1.616,0.009,0.012,10515.0,5238.0,1.0
lam[291],0.135,0.904,-1.385,1.576,0.008,0.011,11478.0,5395.0,1.0
lam[292],0.1,0.944,-1.476,1.626,0.009,0.011,10716.0,6255.0,1.0
lam[293],-0.057,0.99,-1.727,1.518,0.01,0.011,10789.0,6270.0,1.0
lam[294],-0.199,1.001,-1.824,1.486,0.01,0.011,10330.0,5941.0,1.0
lam[295],-0.29,1.011,-1.955,1.364,0.01,0.01,10229.0,6039.0,1.0
lam[296],-0.331,1.001,-1.985,1.289,0.01,0.01,9847.0,5994.0,1.0
lam[297],-0.346,0.992,-1.939,1.289,0.01,0.01,9427.0,6536.0,1.0
lam[298],-0.349,0.998,-2.029,1.274,0.01,0.01,9583.0,6125.0,1.0
lam[299],-0.332,1.003,-1.947,1.345,0.01,0.01,9523.0,6231.0,1.0
lam[300],-0.272,1.014,-1.975,1.357,0.01,0.012,9636.0,5898.0,1.0
lam[301],-0.186,0.983,-1.875,1.338,0.01,0.012,10654.0,5690.0,1.0
lam[302],-0.139,0.943,-1.711,1.367,0.009,0.012,11461.0,6090.0,1.0
lam[303],-0.182,0.973,-1.732,1.442,0.01,0.012,10410.0,5522.0,1.0
lam[304],-0.264,1.005,-1.962,1.337,0.01,0.011,9360.0,5818.0,1.0
lam[305],-0.319,0.989,-1.929,1.332,0.01,0.01,9000.0,6249.0,1.0
lam[306],-0.345,0.977,-1.944,1.244,0.01,0.01,8877.0,6355.0,1.0
lam[307],-0.347,0.994,-2.026,1.198,0.01,0.01,9559.0,6331.0,1.0
lam[308],-0.346,0.994,-2.027,1.225,0.01,0.011,10058.0,6211.0,1.0
lam[309],-0.35,0.976,-2.009,1.208,0.01,0.01,10078.0,6229.0,1.0
lam[310],-0.349,0.974,-1.979,1.205,0.01,0.01,9221.0,5937.0,1.0
lam[311],-0.348,0.997,-1.993,1.235,0.01,0.01,9788.0,6417.0,1.0
lam[312],-0.352,1.021,-2.09,1.257,0.01,0.011,9502.0,6464.0,1.0
lam[313],-0.35,1.012,-1.991,1.349,0.011,0.011,8313.0,5873.0,1.0
lam[314],-0.345,0.998,-2.025,1.246,0.011,0.011,8410.0,5586.0,1.0
lam[315],-0.346,0.982,-1.875,1.369,0.01,0.01,9457.0,5539.0,1.0
lam[316],-0.348,0.99,-1.887,1.331,0.01,0.01,10026.0,6575.0,1.0
lam[317],-0.339,1.006,-2.042,1.258,0.01,0.01,9762.0,6359.0,1.0
lam[318],-0.31,1.003,-1.947,1.332,0.011,0.011,8966.0,5871.0,1.0
lam[319],-0.232,0.998,-1.901,1.365,0.01,0.011,9305.0,5946.0,1.0
lam[320],-0.217,0.989,-1.782,1.471,0.01,0.011,10125.0,5790.0,1.0
lam[321],-0.288,0.989,-1.983,1.274,0.01,0.011,9701.0,6233.0,1.0
lam[322],-0.327,1.0,-1.961,1.346,0.01,0.01,9103.0,6283.0,1.0
lam[323],-0.349,1.006,-1.966,1.321,0.01,0.011,9179.0,5695.0,1.0
lam[324],-0.348,1.004,-1.944,1.355,0.01,0.011,9569.0,5662.0,1.0
lam[325],-0.343,0.994,-2.06,1.209,0.01,0.01,9720.0,6227.0,1.0
lam[326],-0.352,1.003,-2.079,1.275,0.01,0.01,10167.0,6440.0,1.0
lam[327],-0.347,1.0,-1.969,1.304,0.01,0.011,10411.0,6157.0,1.0
lam[328],-0.289,0.998,-1.894,1.384,0.01,0.011,10151.0,5666.0,1.0
lam[329],-0.133,0.993,-1.767,1.473,0.01,0.011,10711.0,5888.0,1.0
lam[330],0.113,0.943,-1.461,1.591,0.009,0.011,11031.0,6223.0,1.0
lam[331],0.356,0.888,-1.09,1.793,0.009,0.01,10859.0,5846.0,1.0
lam[332],0.385,0.904,-1.062,1.902,0.009,0.01,10533.0,5813.0,1.0
lam[333],0.165,0.955,-1.483,1.681,0.009,0.011,10947.0,5891.0,1.0
lam[334],-0.089,0.989,-1.62,1.621,0.01,0.011,10607.0,5954.0,1.0
lam[335],-0.246,1.002,-1.821,1.465,0.01,0.011,10094.0,6064.0,1.0
lam[336],-0.318,0.995,-1.937,1.334,0.01,0.01,9185.0,6183.0,1.0
lam[337],-0.342,0.985,-1.967,1.26,0.01,0.01,9425.0,6674.0,1.0
lam[338],-0.346,0.975,-1.911,1.245,0.01,0.01,9388.0,6431.0,1.0
lam[339],-0.323,0.987,-1.972,1.24,0.01,0.01,8917.0,5993.0,1.0
lam[340],-0.248,0.996,-1.883,1.389,0.01,0.011,9305.0,6197.0,1.0
lam[341],-0.137,0.96,-1.709,1.455,0.009,0.011,10800.0,5823.0,1.0
lam[342],-0.083,0.911,-1.541,1.42,0.008,0.011,12478.0,5970.0,1.0
lam[343],-0.149,0.94,-1.62,1.478,0.009,0.011,11048.0,5984.0,1.0
lam[344],-0.256,1.0,-1.882,1.371,0.01,0.011,9849.0,5849.0,1.0
lam[345],-0.324,1.008,-1.928,1.382,0.011,0.011,9056.0,6327.0,1.0
